['4e4f90fcfb', 'context', '�\xadлектроника']
['3ea4dc5be6', 'email', 'Бытовая техника']
['e52b22ec49', 'other', 'Досуг']
['1c70f3f02e', 'other', 'Товары для животных']
['6392de447c', 'other', '�\xadлектроника']
['fc451446c7', 'other', '�\xadлектроника']
['979710167c', 'context', '�\xadлектроника']
['8e430300ad', 'other', 'Бытовая техника']
['f6ce8e9784', 'other', 'Бытовая техника']
['4f14f7917b', 'context', 'Продукты']
['2663a107f0', 'other', 'Бытовая техника']
['b2c9336eb5', 'other', '�\xadлектроника']
['1f116d3c29', 'other', '�\xadлектроника']
['94951b1049', 'other', 'Досуг']
['fd4b754a69', 'other', 'Бытовая техника']
['04d574e6c8', 'other', 'Бытовая техника']
['0831f656e3', 'other', 'Досуг']
['96038e0f63', 'context', '�\xadлектроника']
['7b64d89cdc', 'context', '�\xadлектроника']
['c9c8f2a2cf', 'other', 'Досуг']
['bfb18046cc', 'email', 'Продукты']
['2b7054bc30', 'other', 'Досуг']
['29ee8ac979', 'context', '�\xadлектроника']
['7c62e53aa4', 'context', '�\xadлектроника']
['65e3234593', 'other', 'Строительство и ремонт']
['436bce1d89', 'other', '�\xadлектроника']
['ace4b13ee5', 'other', 'Досуг']
['d5681145ab', 'other', 'Бытовая техника']
['a59fe505ad', 'context', '�\xadлектроника']
['5760d5ed36', 'other', 'Досуг']
['d9050df62d', 'other', 'Продукты']
['1677c56182', 'context', 'Бытовая техника']
['32f704d333', 'email', 'не определена']
['0a7b9f2902', 'other', 'Досуг']
['36fa6cce61', 'context', 'Бытовая техника']
['13af5b7ce2', 'context', 'Бытовая техника']
['6621896e41', 'other', '�\xadлектроника']
['e0175c3ee7', 'email', '�\xadлектроника']
['d8a221beae', 'other', 'Досуг']
['70fdb118c0', 'other', 'Товары для животных']
['33afb7b05a', 'other', '�\xadлектроника']
['122b09e0b9', 'other', '�\xadлектроника']
['a8b7f065e1', 'other', 'Досуг']
['d5e7e63c86', 'context', '�\xadлектроника']
['562a03fc9c', 'context', 'Продукты']
['b750a1bed4', 'other', 'Строительство и ремонт']
['51f6e481ee', 'other', 'Строительство и ремонт']
['dbab47b48d', 'other', 'Досуг']
['061142c8c6', 'other', 'Строительство и ремонт']
['7c0a4febe5', 'other', 'Строительство и ремонт']
['50fbca8bb6', 'other', 'Досуг']
['44dd32268a', 'context', 'Бытовая техника']
['4c53e83f4f', 'other', 'Строительство и ремонт']
['d9c7c0e2e9', 'other', 'Продукты']
['197e3664b3', 'other', '�\xadлектроника']
['a15f8380d3', 'other', 'Продукты']
['37c0f026a3', 'other', 'Бытовая техника']
['7fdc4d3020', 'other', '�\xadлектроника']
['31a6011432', 'other', 'Продукты']
['0ca3494827', 'context', '�\xadлектроника']
['c4d6df8973', 'other', 'Продукты']
['8839db0e5e', 'other', 'Строительство и ремонт']
['3319185bb1', 'other', '�\xadлектроника']
['dbb7aa953b', 'other', 'Строительство и ремонт']
['040941b20a', 'email', 'Досуг']
['44cf5ad490', 'other', 'Досуг']
['8bb7331635', 'other', 'Бытовая техника']
['59d9c354e5', 'other', 'Досуг']
['b34e2588e0', 'other', 'Бытовая техника']
['5d65e04c02', 'other', 'Бытовая техника']
['1f011df164', 'other', 'Досуг']
['07570a9d8e', 'context', '�\xadлектроника']
['6466872563', 'other', 'Продукты']
['4a7535a626', 'other', '�\xadлектроника']
['a3f13b9abf', 'other', 'Бытовая техника']
['fcbcd3f52a', 'context', 'Товары для животных']
['67cc72caf3', 'email', '�\xadлектроника']
['fde01762db', 'other', '�\xadлектроника']
['71b4049569', 'other', 'Продукты']
['3b8def7d6f', 'other', 'Продукты']
['b451666fd8', 'other', 'Продукты']
['b30e6f0922', 'other', 'Продукты']
['58951662af', 'context', '�\xadлектроника']
['cacff6b893', 'context', '�\xadлектроника']
['6621896e41', 'context', '�\xadлектроника']
['40b4859077', 'other', 'Товары для животных']
['0d27e59ea0', 'other', '�\xadлектроника']
['90edb7fde1', 'other', 'Досуг']
['40ee057d73', 'other', 'Бытовая техника']
['eb3d6302e1', 'context', '�\xadлектроника']
['825448485f', 'other', 'Досуг']
['707784eee6', 'other', '�\xadлектроника']
['47a781511f', 'other', '�\xadлектроника']
['cfbdba7a79', 'other', '�\xadлектроника']
['4889c9d696', 'other', 'Бытовая техника']
['76326eac72', 'other', 'Товары для животных']
['5253eb0dab', 'other', '�\xadлектроника']
['913972d695', 'other', '�\xadлектроника']
['379296d9b3', 'context', 'Досуг']
['12ba4fbda1', 'other', 'Продукты']
['6b88c9b6a0', 'other', 'Товары для животных']
['21870985f3', 'other', 'Продукты']
['841eb78638', 'other', 'Бытовая техника']
['1b4576435e', 'other', 'Строительство и ремонт']
['e4747965f8', 'other', 'Продукты']
['a662ac9a93', 'other', 'Продукты']
['aaf384647f', 'other', 'не определена']
['e7a09f8322', 'other', 'Строительство и ремонт']
['18b36fca3f', 'other', 'Бытовая техника']
['ac519ae3b8', 'email', 'Досуг']
['1ca3031721', 'other', '�\xadлектроника']
['b8388d5cbd', 'other', 'Бытовая техника']
['e226815dfb', 'other', 'Досуг']
['1157de098a', 'other', 'Строительство и ремонт']
['fc76a7ee08', 'context', 'Бытовая техника']
['6ad8bef93a', 'other', 'Товары для животных']
['8c5e6b1c45', 'other', 'Строительство и ремонт']
['47b6909c78', 'other', 'Товары для животных']
['a70ab4c709', 'other', '�\xadлектроника']
['61ce36442f', 'other', 'Бытовая техника']
['4cdc1f4729', 'other', '�\xadлектроника']
['6cf84a6591', 'context', 'Продукты']
['c81d86761a', 'other', 'Бытовая техника']
['f1b45af5e2', 'other', 'Продукты']
['d7b48380d7', 'context', 'Бытовая техника']
['eff70e9bab', 'other', 'Бытовая техника']
['d271a4ef84', 'other', '�\xadлектроника']
['46cf21f716', 'other', 'Строительство и ремонт']
['b3adc935bc', 'other', 'Бытовая техника']
['8cb9f39508', 'other', '�\xadлектроника']
['614ea53724', 'None', 'Строительство и ремонт']
['2a2cbdd260', 'other', 'Товары для животных']
['3d2f8f1eaa', 'other', 'Продукты']
['946a9bae4d', 'other', '�\xadлектроника']
['4c491dd259', 'other', 'Бытовая техника']
['871862cdfb', 'other', 'Досуг']
['54c1ba857a', 'context', 'Бытовая техника']
['5402d6dbfa', 'other', 'Досуг']
['3fff459bda', 'other', '�\xadлектроника']
['0009df2bdb', 'context', 'Товары для животных']
['8e2543c708', 'other', 'Строительство и ремонт']
['e65a4cbb6d', 'other', '�\xadлектроника']
['2ba999e5ef', 'other', 'Строительство и ремонт']
['eda1ec364f', 'other', 'Продукты']
['567e338552', 'other', 'Бытовая техника']
['abdb90e686', 'context', 'Товары для животных']
['f05dbfd61c', 'email', '�\xadлектроника']
['ee2ed8fe38', 'other', 'Бытовая техника']
['321a19806e', 'context', 'Строительство и ремонт']
['70b1e7950c', 'other', 'Досуг']
['f2cff392e4', 'other', 'Досуг']
['51b2eb1e9c', 'other', 'Бытовая техника']
['c3d2785f78', 'other', 'Строительство и ремонт']
['818727e72f', 'other', '�\xadлектроника']
['8c330d5393', 'other', 'Продукты']
['6f422ef2c1', 'other', 'Досуг']
['e50ac6ea41', 'context', '�\xadлектроника']
['5650d9fb67', 'other', '�\xadлектроника']
['1ced7d3a08', 'other', '�\xadлектроника']
['855c51fb5b', 'other', 'Бытовая техника']
['9c1b2a32aa', 'other', 'Продукты']
['1e32214ed4', 'context', 'Бытовая техника']
['c4180a4255', 'other', '�\xadлектроника']
['106414a71e', 'context', 'Продукты']
['b3ec9280fc', 'context', '�\xadлектроника']
['e1fc766b7e', 'other', 'Строительство и ремонт']
['a6c52a7815', 'other', 'Продукты']
['b123b1e573', 'other', 'Бытовая техника']
['53bed196ab', 'other', 'Товары для животных']
['618960e9d3', 'other', 'Досуг']
['a74cec093b', 'other', 'Бытовая техника']
['b03a693928', 'other', '�\xadлектроника']
['3a5b7114cd', 'other', '�\xadлектроника']
['89d62e9395', 'other', 'Бытовая техника']
['a7d9b4d3c7', 'context', '�\xadлектроника']
['bd9024d1f9', 'context', 'Бытовая техника']
['e7f53a449f', 'context', 'Бытовая техника']
['8e94d2d4c7', 'other', 'Досуг']
['3bccdcb17f', 'other', 'Продукты']
['1331a240ae', 'other', '�\xadлектроника']
['d68fa04aae', 'other', '�\xadлектроника']
['2510132b4e', 'context', '�\xadлектроника']
['233de0b400', 'context', 'Продукты']
['c06c9164ea', 'other', 'Продукты']
['3875752fd2', 'context', '�\xadлектроника']
['46ec3f9466', 'context', 'Товары для животных']
['f33f9669cc', 'other', '�\xadлектроника']
['0002983af3', 'other', '�\xadлектроника']
['07e3dab441', 'context', 'Бытовая техника']
['45cea33993', 'other', 'Строительство и ремонт']
['80f5fc356c', 'other', 'Строительство и ремонт']
['01f7152dd3', 'other', 'Продукты']
['12ba4fbda1', 'context', 'Продукты']
['2185553b7c', 'context', '�\xadлектроника']
['43f6ac53b6', 'other', 'Строительство и ремонт']
['905307fa02', 'other', '�\xadлектроника']
['0ea155fa96', 'other', 'Товары для животных']
['e2c530bd33', 'other', '�\xadлектроника']
['291c8367d4', 'other', 'Бытовая техника']
['519b03f361', 'context', 'Бытовая техника']
['5b5003cd80', 'other', '�\xadлектроника']
['a9e1b02df5', 'context', 'Товары для животных']
['54a6a5512d', 'other', 'Строительство и ремонт']
['faf68194fa', 'email', 'Досуг']
['b57f6210cc', 'context', 'Бытовая техника']
['3ca942fe80', 'context', '�\xadлектроника']
['e80396c132', 'other', '�\xadлектроника']
['21a9d6fe03', 'other', '�\xadлектроника']
['61e24a9574', 'context', 'Бытовая техника']
['fe23d96325', 'other', 'Продукты']
['bc77174242', 'other', 'Продукты']
['e791126883', 'other', 'Бытовая техника']
['de1e66794e', 'other', 'Продукты']
['81da2b0fca', 'other', '�\xadлектроника']
['8672364d30', 'other', 'Бытовая техника']
['676f013f7d', 'context', 'Продукты']
['7c490410d0', 'other', '�\xadлектроника']
['c9bf91983f', 'context', 'Продукты']
['20d246a03e', 'other', 'Досуг']
['6ee094532b', 'other', '�\xadлектроника']
['27a67379d3', 'context', '�\xadлектроника']
['c9efe66739', 'other', 'Досуг']
['83aa187f85', 'other', '�\xadлектроника']
['ebd00650af', 'other', 'Бытовая техника']
['c684a8122a', 'context', '�\xadлектроника']
['05bfc151ee', 'other', 'Досуг']
['4aa188b64f', 'other', 'Бытовая техника']
['729815626a', 'context', 'Продукты']
['683bc84fea', 'other', 'Бытовая техника']
['064e71e4ff', 'other', 'Бытовая техника']
['29b514e547', 'other', '�\xadлектроника']
['f68ddf37c0', 'other', 'Товары для животных']
['49f4555a16', 'email', 'Бытовая техника']
['ffaa89e24c', 'context', 'Строительство и ремонт']
['e835250407', 'other', 'Бытовая техника']
['6f308106e8', 'other', 'Бытовая техника']
['a215fca2aa', 'other', 'Бытовая техника']
['ed7748372c', 'other', '�\xadлектроника']
['9cc2053739', 'other', 'Продукты']
['47ae14e4c3', 'other', '�\xadлектроника']
['17f88c760a', 'None', 'Товары для животных']
['a997494ff6', 'other', '�\xadлектроника']
['1fce607606', 'context', '�\xadлектроника']
['bb11dc83c9', 'None', 'Досуг']
['7a829f5f4a', 'context', 'Бытовая техника']
['8704d9bed8', 'other', '�\xadлектроника']
['fb0bf626ca', 'context', 'Строительство и ремонт']
['a710d721ae', 'email', 'Бытовая техника']
['df288488b4', 'other', 'Строительство и ремонт']
['95af7c08ef', 'other', '�\xadлектроника']
['947ad28e71', 'other', '�\xadлектроника']
['22ce4cd9ba', 'context', 'Продукты']
['2a183c4a50', 'other', 'Товары для животных']
['b8c822598a', 'other', '�\xadлектроника']
['6de0e876fa', 'other', 'Бытовая техника']
['d5a9e80445', 'other', 'Продукты']
['7971a74c27', 'other', '�\xadлектроника']
['61d859f193', 'context', 'Досуг']
['af9911e2ab', 'other', 'Досуг']
['d0ff3b1342', 'other', '�\xadлектроника']
['2f46ed1683', 'other', 'Досуг']
['f6112059ee', 'context', '�\xadлектроника']
['d1a14b6166', 'other', 'Бытовая техника']
['15c721aebc', 'context', 'Товары для животных']
['3938274f16', 'context', 'Бытовая техника']
['4870b3f261', 'context', 'Строительство и ремонт']
['5d9dd476f5', 'context', 'Строительство и ремонт']
['a62c64e480', 'other', 'Бытовая техника']
['4d0d3ac404', 'context', 'Продукты']
['b5d482a836', 'other', 'Бытовая техника']
['227ce4665b', 'context', 'Продукты']
['6fd37cab74', 'other', 'Строительство и ремонт']
['d3b03435f2', 'other', '�\xadлектроника']
['69d2f73a67', 'other', 'Строительство и ремонт']
['a25c7b6476', 'other', 'Бытовая техника']
['9e7dc34acb', 'other', 'Продукты']
['8205bb2f8e', 'email', '�\xadлектроника']
['d6031d8d86', 'other', 'Досуг']
['4f55d96938', 'other', 'Бытовая техника']
['036372acd4', 'context', 'Досуг']
['bf880c823e', 'context', '�\xadлектроника']
['7549779e19', 'context', 'Товары для животных']
['c5819f70ef', 'email', '�\xadлектроника']
['f3fa1a680e', 'other', 'Товары для животных']
['e7ef40d9fa', 'other', 'Товары для животных']
['3a857cf738', 'other', '�\xadлектроника']
['06b013f59c', 'other', '�\xadлектроника']
['caac64715d', 'other', 'Строительство и ремонт']
['c846f03c82', 'other', 'Строительство и ремонт']
['f8887d5fad', 'other', 'Бытовая техника']
['9f89bfe528', 'other', 'Бытовая техника']
['28c959d268', 'other', 'Досуг']
['0295ef7ac8', 'other', 'Бытовая техника']
['8306a967dd', 'other', '�\xadлектроника']
['33adec7881', 'other', 'Продукты']
['03faa4e938', 'context', '�\xadлектроника']
['d0863d82e6', 'other', '�\xadлектроника']
['d6dfd4d307', 'context', 'Бытовая техника']
['465c3962ab', 'other', '�\xadлектроника']
['956bbfdeeb', 'other', '�\xadлектроника']
['91723fa886', 'context', 'Продукты']
['5c21094624', 'other', '�\xadлектроника']
['aca0c3a875', 'context', 'Бытовая техника']
['3198b86ae1', 'email', '�\xadлектроника']
['2353eae92f', 'other', 'Бытовая техника']
['f44a2c9a15', 'other', '�\xadлектроника']
['2b15cae9ab', 'context', '�\xadлектроника']
['b7f9cc1b79', 'context', 'Досуг']
['4b0409c3e9', 'context', '�\xadлектроника']
['63ac0909e2', 'other', 'Бытовая техника']
['e0ed5c77a6', 'other', 'Продукты']
['0107eeee9f', 'other', 'Бытовая техника']
['f9cbc228b6', 'email', 'Бытовая техника']
['55caa9cd3f', 'other', '�\xadлектроника']
['04d35245e0', 'other', 'Бытовая техника']
['1bc5584234', 'other', '�\xadлектроника']
['d24a4e35af', 'other', 'Досуг']
['0be5145998', 'other', 'Бытовая техника']
['9e5e440768', 'email', '�\xadлектроника']
['e5b4ab7ca5', 'other', '�\xadлектроника']
['558302178e', 'other', '�\xadлектроника']
['62b151a94f', 'other', 'Продукты']
['3b9adc5c26', 'other', '�\xadлектроника']
['1bba842c28', 'other', 'Продукты']
['4ab662c5fb', 'other', '�\xadлектроника']
['642c7a35c8', 'other', '�\xadлектроника']
['f374c39127', 'other', '�\xadлектроника']
['856bc0ead8', 'other', 'Досуг']
['55568c756c', 'context', 'Бытовая техника']
['fffadf9b1a', 'context', '�\xadлектроника']
['e6697ad02f', 'other', 'Бытовая техника']
['c3012d803b', 'email', '�\xadлектроника']
['abc43dcb6a', 'other', 'Строительство и ремонт']
['50406b3bc2', 'other', '�\xadлектроника']
['09011556a1', 'other', 'Продукты']
['a58460cfbc', 'other', '�\xadлектроника']
['ed4f3ab580', 'other', 'Досуг']
['5b340a40bf', 'other', 'Товары для животных']
['872bdeb134', 'other', 'Досуг']
['d8149e5103', 'context', '�\xadлектроника']
['ffaebbc1b3', 'other', '�\xadлектроника']
['31aa582f6e', 'other', '�\xadлектроника']
['8734ced0d1', 'other', 'Товары для животных']
['b4ba877fbf', 'other', '�\xadлектроника']
['6b9037839e', 'other', 'Досуг']
['ad9e2b3ddd', 'context', 'Бытовая техника']
['1c9c49b511', 'context', 'Бытовая техника']
['180c243481', 'other', 'Досуг']
['c67ca76167', 'other', 'Продукты']
['22fa1c20f0', 'other', '�\xadлектроника']
['d6ac88ef96', 'context', '�\xadлектроника']
['e44ff664f0', 'other', '�\xadлектроника']
['d2a0e69d2c', 'other', 'Бытовая техника']
['fc84a66a05', 'context', 'Бытовая техника']
['02ff53d31c', 'other', 'Продукты']
['920494fb0e', 'other', '�\xadлектроника']
['bde2b79b3a', 'context', '�\xadлектроника']
['13da4a6e05', 'context', 'Строительство и ремонт']
['784003029d', 'context', '�\xadлектроника']
['e4a6aae823', 'other', '�\xadлектроника']
['39934bcfee', 'other', 'Товары для животных']
['04521182db', 'other', '�\xadлектроника']
['0832e931b2', 'context', 'Бытовая техника']
['19c586db97', 'other', 'Бытовая техника']
['bb0cd8b544', 'other', '�\xadлектроника']
['540421b696', 'other', 'не определена']
['c59ee271b3', 'other', 'Досуг']
['2f85c7955d', 'other', '�\xadлектроника']
['b447a054c3', 'other', 'Бытовая техника']
['bd09138b32', 'other', 'не определена']
['f2773bc6fa', 'email', 'Бытовая техника']
['73388152e0', 'context', 'Продукты']
['2c1d739277', 'other', 'Бытовая техника']
['eb4d1716ca', 'context', 'Товары для животных']
['34299edc11', 'other', 'Строительство и ремонт']
['4978abe0a1', 'other', 'Строительство и ремонт']
['6a89f9baed', 'context', '�\xadлектроника']
['742a629614', 'other', 'Бытовая техника']
['61768da81e', 'other', '�\xadлектроника']
['1f9a8af7ab', 'email', 'Продукты']
['34278ceca4', 'other', 'Бытовая техника']
['1c2d4389a2', 'other', 'Продукты']
['59bc0af2a6', 'other', 'Бытовая техника']
['6792766ad6', 'context', 'Бытовая техника']
['2b257fdf9c', 'other', 'Продукты']
['6f3fc1e06b', 'other', '�\xadлектроника']
['be8bf6f8f4', 'other', 'Строительство и ремонт']
['c52e6669c8', 'other', '�\xadлектроника']
['4cb7a54918', 'other', 'Продукты']
['f521883c62', 'other', 'Товары для животных']
['c56601d554', 'other', 'Бытовая техника']
['8ade848496', 'other', 'Досуг']
['d69b55ea35', 'other', '�\xadлектроника']
['c871481f6b', 'context', 'Бытовая техника']
['d63074a9c4', 'other', 'Продукты']
['f6c0e718cb', 'context', 'Товары для животных']
['b0615e51ca', 'other', 'Товары для животных']
['297c47357e', 'context', '�\xadлектроника']
['6224d98688', 'other', '�\xadлектроника']
['6b225c8a6d', 'other', '�\xadлектроника']
['16b9d37c08', 'context', '�\xadлектроника']
['ef43376f5a', 'other', '�\xadлектроника']
['86f6ffdaab', 'other', 'Строительство и ремонт']
['94be87c8f9', 'other', 'Бытовая техника']
['0bc2e4f41d', 'context', '�\xadлектроника']
['988ed4d4d7', 'email', 'Бытовая техника']
['21fdfd929d', 'context', 'Строительство и ремонт']
['f3701b0fa0', 'other', 'Товары для животных']
['0f65416f27', 'email', 'Продукты']
['64174ff7f0', 'context', 'Бытовая техника']
['1cc5bc180d', 'email', 'Продукты']
['3079ea7080', 'other', 'Бытовая техника']
['78b96f4bef', 'context', '�\xadлектроника']
['a9865c73de', 'context', 'Бытовая техника']
['4ec6301ee6', 'other', 'Досуг']
['48eb3a440b', 'other', '�\xadлектроника']
['989c47ca67', 'other', 'Досуг']
['659c992493', 'other', '�\xadлектроника']
['b220b152f5', 'other', '�\xadлектроника']
['23c8f93cb0', 'other', 'Товары для животных']
['8639bfe017', 'context', 'Бытовая техника']
['bcae0b90ac', 'context', 'Бытовая техника']
['2dce3faf21', 'other', 'Продукты']
['99e34c7444', 'other', 'Продукты']
['5bcd02fbe9', 'other', 'Бытовая техника']
['8d97930857', 'other', 'Строительство и ремонт']
['45ff7c0859', 'other', 'Строительство и ремонт']
['64aac4c3bc', 'other', '�\xadлектроника']
['edf5681d47', 'other', 'Бытовая техника']
['84e37249cb', 'email', '�\xadлектроника']
['1e9f991067', 'other', 'Досуг']
['00c9f465c5', 'other', 'Продукты']
['8f9eccc56a', 'other', '�\xadлектроника']
['545f45f673', 'context', 'Досуг']
['5a91eb2da9', 'other', 'Бытовая техника']
['80312d02e5', 'context', 'Бытовая техника']
['6948b31ddb', 'other', 'Бытовая техника']
['d0bc7a6c34', 'context', '�\xadлектроника']
['9be8932779', 'other', 'Бытовая техника']
['9b1048683b', 'other', 'Бытовая техника']
['0b875cf341', 'other', 'Бытовая техника']
['34ba8cad70', 'email', '�\xadлектроника']
['6b9f5b2e9e', 'other', '�\xadлектроника']
['a18edc1a15', 'other', '�\xadлектроника']
['20034d3d2d', 'undef', 'Продукты']
['34550ef3ff', 'other', 'Продукты']
['329d5a9369', 'other', '�\xadлектроника']
['e4e7d9d027', 'other', 'Продукты']
['5ecf8d1a8f', 'other', 'Досуг']
['fdc312bab3', 'other', '�\xadлектроника']
['33ea516ecc', 'other', '�\xadлектроника']
['de864a90eb', 'email', '�\xadлектроника']
['bfeb8c74fa', 'context', 'Досуг']
['b935743955', 'other', '�\xadлектроника']
['bd436b3108', 'other', '�\xadлектроника']
['8df799eee7', 'context', '�\xadлектроника']
['66a7cb75a6', 'other', 'Продукты']
['a4965066a9', 'context', 'Товары для животных']
['2902025f3c', 'other', 'Продукты']
['f838b49e20', 'context', 'Бытовая техника']
['d509f04e87', 'other', 'Досуг']
['0b71960dfc', 'context', 'Бытовая техника']
['2180ec09bf', 'other', 'Бытовая техника']
['429ce0c2df', 'context', 'Продукты']
['fd78ca489f', 'context', '�\xadлектроника']
['2eb3450264', 'other', '�\xadлектроника']
['e786fc9cc1', 'context', 'Досуг']
['ad65db4125', 'other', 'Строительство и ремонт']
['cfc23dcc01', 'other', '�\xadлектроника']
['63e5e5d73d', 'other', 'Бытовая техника']
['25acae18c7', 'other', '�\xadлектроника']
['5190ccba73', 'context', 'Товары для животных']
['d2789b97f9', 'other', 'Бытовая техника']
['6d7adf92a3', 'email', '�\xadлектроника']
['8dc8c021ae', 'context', 'Досуг']
['d16a57de54', 'other', 'Бытовая техника']
['7c2640a0a1', 'None', '�\xadлектроника']
['1c75a9954a', 'other', 'Досуг']
['729640ec0d', 'other', 'Товары для животных']
['a868e6033d', 'context', '�\xadлектроника']
['12d6332487', 'context', 'Досуг']
['d2e2620e30', 'other', '�\xadлектроника']
['8b68a349e7', 'other', 'не определена']
['1270a4a3a3', 'email', 'Бытовая техника']
['4b75b2863c', 'other', '�\xadлектроника']
['4cc4846b13', 'other', 'Бытовая техника']
['32db92a38c', 'context', '�\xadлектроника']
['c82f1ea0c3', 'email', '�\xadлектроника']
['61b192e48b', 'context', 'Продукты']
['b9eafd643c', 'context', '�\xadлектроника']
['88c78870b3', 'other', 'Бытовая техника']
['59c9fcda3d', 'context', 'Досуг']
['18729798fb', 'other', '�\xadлектроника']
['ef4645b076', 'context', 'Досуг']
['e9cbd753d0', 'other', 'Досуг']
['34376763eb', 'other', '�\xadлектроника']
['8eb6e6de1e', 'other', 'Продукты']
['8793aa013d', 'other', 'Товары для животных']
['e7d4598822', 'context', 'Товары для животных']
['a0db837225', 'other', '�\xadлектроника']
['fa44cb21c4', 'other', 'Досуг']
['91a23b2cfa', 'other', 'Продукты']
['cd98ab6f6c', 'context', 'Продукты']
['00ffd01fcf', 'other', 'Продукты']
['a117622383', 'other', 'Досуг']
['7cbbddc49e', 'other', 'Товары для животных']
['ececf7f631', 'other', 'Досуг']
['ecab4f79a0', 'other', 'Строительство и ремонт']
['77d04bcc05', 'other', '�\xadлектроника']
['aec5e71fe8', 'other', '�\xadлектроника']
['370da36681', 'other', 'Бытовая техника']
['5e0c6df99a', 'other', 'Продукты']
['c33e4f4749', 'other', 'Продукты']
['837a1a1489', 'other', '�\xadлектроника']
['4f365dfb53', 'other', '�\xadлектроника']
['df83da8a78', 'context', 'Продукты']
['dffadf2fef', 'other', 'Товары для животных']
['14fc5fd345', 'other', 'Продукты']
['c4e7c95862', 'other', 'Строительство и ремонт']
['511c38aa1e', 'other', 'Продукты']
['4d5fc30acc', 'other', 'Продукты']
['6c32fad23b', 'other', '�\xadлектроника']
['627fb82e41', 'other', 'Бытовая техника']
['8a7e58e75a', 'other', 'Бытовая техника']
['02cc2712ef', 'other', 'Товары для животных']
['498c71c28f', 'context', 'Бытовая техника']
['b7956f7159', 'other', '�\xadлектроника']
['60e5f7cf19', 'context', '�\xadлектроника']
['3b0e55f86a', 'other', 'Бытовая техника']
['6c92ff9603', 'other', 'Товары для животных']
['ddcafffc25', 'email', 'Товары для животных']
['4a5f154bc7', 'other', 'не определена']
['519045b013', 'other', 'Продукты']
['3635636602', 'other', '�\xadлектроника']
['4c44c503cb', 'context', '�\xadлектроника']
['e5e15ffd4f', 'context', 'Товары для животных']
['754351c075', 'other', 'Продукты']
['0aef5b837b', 'other', 'Продукты']
['93c842e8e5', 'context', 'Бытовая техника']
['16231694da', 'other', 'Бытовая техника']
['d52840074b', 'context', 'Строительство и ремонт']
['955c676add', 'other', '�\xadлектроника']
['033ebb6c9b', 'other', 'Бытовая техника']
['a9cf02d8f8', 'other', 'Бытовая техника']
['dad3b65275', 'other', 'Бытовая техника']
['734eda2103', 'other', 'Продукты']
['2a3d170c7b', 'email', 'Досуг']
['d313098be0', 'other', 'Бытовая техника']
['634c41be6b', 'other', 'Бытовая техника']
['c2a4e25a5a', 'other', 'Бытовая техника']
['746ce2f2bf', 'other', 'Досуг']
['3c06dd95c3', 'other', 'Строительство и ремонт']
['2e9e4ff165', 'other', '�\xadлектроника']
['d76d7d9efc', 'other', '�\xadлектроника']
['8aa47c12cd', 'other', '�\xadлектроника']
['a9a1d862fc', 'email', 'Досуг']
['16b40801ed', 'other', 'Продукты']
['5bec46baa6', 'email', 'Продукты']
['b8ea5ec0e0', 'other', 'Строительство и ремонт']
['29ec640f63', 'other', '�\xadлектроника']
['499e8247b5', 'context', 'Продукты']
['46faffe242', 'other', 'Продукты']
['4e9b8a50a2', 'context', '�\xadлектроника']
['c5cb59957a', 'other', '�\xadлектроника']
['78a2949ce6', 'other', 'Строительство и ремонт']
['5c991eeb46', 'other', 'Строительство и ремонт']
['6c2082b31f', 'other', '�\xadлектроника']
['85a53491f8', 'context', 'Продукты']
['22ab05b1c3', 'context', 'Продукты']
['5d7751700f', 'email', 'Бытовая техника']
['e44a7d95af', 'other', '�\xadлектроника']
['59dee10852', 'email', 'Досуг']
['0d6311d126', 'context', 'не определена']
['6c64e41c75', 'other', 'Досуг']
['a81f94630d', 'other', 'Бытовая техника']
['40667161a2', 'other', 'Бытовая техника']
['5d07b2a3df', 'context', 'Товары для животных']
['a825c244ea', 'other', '�\xadлектроника']
['eb341e332f', 'other', '�\xadлектроника']
['2d24fd9ebd', 'other', '�\xadлектроника']
['690322c3a9', 'context', '�\xadлектроника']
['343a75f8b4', 'other', '�\xadлектроника']
['255ac07145', 'email', 'Строительство и ремонт']
['ba1461d260', 'other', 'Досуг']
['68dcbfe8df', 'context', 'Досуг']
['dacd48187d', 'other', 'Бытовая техника']
['281dd094bf', 'other', 'Товары для животных']
['9e5e9b8299', 'other', '�\xadлектроника']
['939d6d527a', 'context', '�\xadлектроника']
['f0441b5914', 'other', 'Бытовая техника']
['a97658c108', 'other', 'Бытовая техника']
['b4c7c3c35c', 'other', 'Бытовая техника']
['b5ad8cf871', 'other', '�\xadлектроника']
['12a50e2e5f', 'other', 'Бытовая техника']
['9d98977a63', 'other', 'Бытовая техника']
['688f9697d6', 'context', 'Продукты']
['be8d53eb83', 'other', 'Бытовая техника']
['1ba9379a96', 'other', 'Досуг']
['351d2d5c63', 'other', '�\xadлектроника']
['edc73b0ecf', 'context', 'Строительство и ремонт']
['f1b001352f', 'context', 'Бытовая техника']
['1ac2843335', 'other', 'Продукты']
['426dec87a5', 'context', 'Досуг']
['d91e47145d', 'context', '�\xadлектроника']
['49d7484eec', 'other', '�\xadлектроника']
['aeaa67f6f9', 'other', 'Продукты']
['9383ed0cc9', 'other', 'Продукты']
['284baa2828', 'other', '�\xadлектроника']
['83996b4ef3', 'context', '�\xadлектроника']
